symbol,name,price,marketCap,volume,industry
JBTM,JBT Marel Corporation Common Stock,141.01,7330010586.0,824382,Industrials
TEX,Terex Corporation Common Stock,63.82,7256334000.0,1976710,Industrials
PRIM,Primoris Services Corporation Common Stock,134.11,7249517483.0,1281564,Industrials
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,267.85,7229377033.0,198834,Industrials
AWI,Armstrong World Industries Inc Common Stock,166.4,7127585754.0,788680,Industrials
TKR,Timken Company (The) Common Stock,102.18,7106036472.0,781794,Industrials
MIDD,Middleby Corporation (The) Common Stock,150.46,7098855818.0,526418,Industrials
ROAD,Construction Partners Inc. Class A Common Stock,122.52,6924263868.0,515000,Industrials
VFC,V.F. Corporation Common Stock,16.97,6639738931.0,8143153,Industrials
FSS,Federal Signal Corporation Common Stock,108.48,6605580540.0,584481,Industrials
FLR,Fluor Corporation Common Stock,44.96,6589547698.0,2909067,Industrials
HXL,Hexcel Corporation Common Stock,86.75,6581758675.0,1241362,Industrials
ESAB,ESAB Corporation Common Stock,107.75,6543518395.0,669592,Industrials
LOAR,Loar Holdings Inc. Common Stock,69.02,6461822948.0,1245689,Industrials
SEE,Sealed Air Corporation Common Stock,41.91,6176429588.0,2626003,Industrials
EXP,Eagle Materials Inc Common Stock,193.82,6092176987.0,348346,Industrials
NEU,NewMarket Corp Common Stock,623.17,5856155324.0,145944,Industrials
CE,Celanese Corporation Common Stock,50.67,5671126148.0,2218739,Industrials
MWH,SOLV Energy Inc. Class A Common Stock,28.15,5613544523.0,938934,Industrials
BRKR,Bruker Corporation Common Stock,36.6,5571224550.0,2079085,Industrials
AVTR,Avantor Inc. Common Stock,8.15,5558755846.0,13189310,Industrials
BCPC,Balchem Corporation Common Stock,171.78,5501321838.0,187804,Industrials
GVA,Granite Construction Incorporated Common Stock,124.47,5414902178.0,655043,Industrials
NPO,Enpro Inc. Common Stock,254.81,5414203135.0,280838,Industrials
VNT,Vontier Corporation Common Stock ,38.06,5389296000.0,746594,Industrials
MIR,Mirion Technologies Inc. Class A Common Stock,21.36,5351370932.0,2345377,Industrials
ACA,Arcosa Inc. Common Stock ,108.24,5308524941.0,420794,Industrials
CENX,Century Aluminum Company Common Stock,53.56,5301049957.0,2344254,Industrials
VSNT,Versant Media Group Inc. Class A Common Stock ,36.61,5278013032.0,2488685,Industrials
REZI,Resideo Technologies Inc. Common Stock ,34.75,5255836760.0,1081415,Industrials
LSTR,Landstar System Inc. Common Stock,151.84,5171476956.0,544311,Industrials
MSM,MSC Industrial Direct Company Inc. Common Stock,90.14,5030110093.0,538703,Industrials
RAL,Ralliant Corporation Common Stock,44.64,4988880334.0,1334448,Industrials
BDC,Belden Inc Common Stock,125.47,4861836403.0,401790,Industrials
KBR,KBR Inc. Common Stock,37.87,4789272684.0,2123137,Industrials
SEB,Seaboard Corporation Common Stock,4976.01,4765992522.0,30202,Industrials
ACHR,Archer Aviation Inc. Class A Common Stock,6.32,4705485418.0,23792462,Industrials
BC,Brunswick Corporation Common Stock,72.08,4674458783.0,1278329,Industrials
KNF,Knife Riv Holding Co. Common Stock,81.01,4590364007.0,533409,Industrials
BCO,Brinks Company (The) Common Stock,110.95,4565871761.0,547732,Industrials
SLGN,Silgan Holdings Inc. Common Stock,43.1,4544548950.0,917225,Industrials
SNDR,Schneider National Inc. Common Stock,25.83,4528942208.0,1072382,Industrials
VVV,Valvoline Inc. Common Stock,35.11,4470058651.0,2053385,Industrials
THO,Thor Industries Inc. Common Stock,84.71,4455401484.0,755071,Industrials
MWA,MUELLER WATER PRODUCTS Common Stock,28.07,4389735876.0,717771,Industrials
CSW,CSW Industrials Inc. Common Stock,265.12,4366587378.0,136568,Industrials
MDU,MDU Resources Group Inc. Common Stock (Holding Company),21.02,4296126897.0,1786475,Industrials
BMI,Badger Meter Inc. Common Stock,147.2,4295531226.0,170840,Industrials
AIR,AAR Corp. Common Stock,108.3,4285702616.0,272807,Industrials
ALH,Alliance Laundry Holdings Inc. Common Stock,21.43,4230286307.0,438449,Industrials
ITRI,Itron Inc. Common Stock,93.04,4181329806.0,1303337,Industrials
MYRG,MYR Group Inc. Common Stock,267.9,4163185557.0,353572,Industrials
SMR,NuScale Power Corporation Class A Common Stock,12.03,4066336426.0,17210223,Industrials
LEU,Centrus Energy Corp. Class A Common Stock,200.84,3949431235.0,817069,Industrials
KAI,Kadant Inc Common Stock,330.29,3893796407.0,98814,Industrials
SXT,Sensient Technologies Corporation Common Stock,91.02,3868959834.0,168235,Industrials
HRI,Herc Holdings Inc. Common Stock ,114.9,3834242644.0,632569,Industrials
AZZ,AZZ Inc.,126.04,3763008143.0,189414,Industrials
KTB,Kontoor Brands Inc. Common Stock ,68.06,3760596836.0,1254185,Industrials
SMG,Scotts Miracle-Gro Company (The) Common Stock,63.53,3687265508.0,970853,Industrials
LUNR,Intuitive Machines Inc. Class A Common Stock,17.68,3592754144.0,8862720,Industrials
CBT,Cabot Corporation Common Stock,68.74,3589713059.0,450047,Industrials
WSC,WillScot Holdings Corporation Class A Common Stock,19.47,3521235908.0,1655265,Industrials
GFF,Griffon Corporation Common Stock,75.29,3506945935.0,353604,Industrials
USLM,United States Lime & Minerals Inc. Common Stock,118.05,3384500111.0,131450,Industrials
TGNA,TEGNA Inc,20.76,3361204060.0,2038543,Industrials
LCID,Lucid Group Inc. Common Stock,10.24,3355486648.0,5932405,Industrials
AVNT,Avient Corporation Common Stock,35.95,3293908972.0,477825,Industrials
HAYW,Hayward Holdings Inc. Common Stock,14.69,3190780511.0,1484942,Industrials
FUL,H. B. Fuller Company Common Stock,58.46,3184633813.0,505697,Industrials
SXI,Standex International Corporation Common Stock,260.72,3159596068.0,245312,Industrials
FLY,Firefly Aerospace Inc. Common Stock,19.39,3087879256.0,3261326,Industrials
WDFC,WD-40 Company Common Stock,228.76,3085126446.0,167646,Industrials
MTRN,Materion Corporation,147.58,3060250315.0,156113,Industrials
KMT,Kennametal Inc. Common Stock,38.04,2898602048.0,920464,Industrials
PVH,PVH Corp. Common Stock,63.02,2886485902.0,1177552,Industrials
POWWP,Outdoor Holding Company 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,24.45,2867709253.0,428,Industrials
FTAIM,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,26.71,2739732389.0,1592,Industrials
OLN,Olin Corporation Common Stock,23.53,2673873880.0,2617309,Industrials
CC,Chemours Company (The) Common Stock,17.8,2671518482.0,2942329,Industrials
TXG,10x Genomics Inc. Class A Common Stock,20.46,2613811117.0,1712078,Industrials
ATRO,Astronics Corporation Common Stock,73.15,2610809451.0,469187,Industrials
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,25.27,2592026861.0,5977,Industrials
CXT,Crane NXT Co. Common Stock,45.11,2591279578.0,786086,Industrials
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,25.0,2527438550.0,23878,Industrials
TRN,Trinity Industries Inc. Common Stock,31.54,2518144769.0,555469,Industrials
WOR,Worthington Enterprises Inc. Common Shares,49.59,2457014952.0,163411,Industrials
HUBG,Hub Group Inc. Class A Common Stock,38.2,2336064082.0,534106,Industrials
NGVT,Ingevity Corporation Common Stock ,65.51,2311971321.0,348502,Industrials
ANDE,Andersons Inc. (The) Common Stock,66.64,2257771863.0,375513,Industrials
KWR,Quaker Houghton Common Stock,129.87,2251306190.0,152531,Industrials
NN,NextNav Inc. Common Stock,16.33,2201759007.0,1007882,Industrials
HLIO,Helios Technologies Inc. Common Stock,65.98,2184407316.0,618699,Industrials
DXPE,DXP Enterprises Inc. Common Stock,140.12,2174972486.0,122132,Industrials
HUN,Huntsman Corporation Common Stock,12.08,2102032936.0,8633528,Industrials
ARCB,ArcBest Corporation Common Stock,93.64,2087778993.0,190332,Industrials
ALG,Alamo Group Inc. Common Stock,170.1,2061832109.0,235641,Industrials
KALU,Kaiser Aluminum Corporation Common Stock,125.09,2027764315.0,181504,Industrials
DCO,Ducommun Incorporated Common Stock,131.02,1963589796.0,188339,Industrials
CECO,CECO Environmental Corp. Common Stock,54.34,1938080278.0,811933,Industrials
ROG,Rogers Corporation Common Stock,105.55,1881710885.0,88755,Industrials
WERN,Werner Enterprises Inc. Common Stock,31.13,1863734578.0,796385,Industrials
WS,Worthington Steel Inc. Common Shares,36.14,1836115649.0,290639,Industrials
NWL,Newell Brands Inc. Common Stock,4.23,1773216000.0,5518778,Industrials
RDW,Redwire Corporation Common Stock,9.23,1771936671.0,12179634,Industrials
IOSP,Innospec Inc. Common Stock,70.6,1749316845.0,266389,Industrials
FMC,FMC Corporation Common Stock,13.74,1716593929.0,2724696,Industrials
VOYG,Voyager Technologies Inc. Class A Common Stock,28.33,1686988636.0,2654196,Industrials
GBX,Greenbrier Companies Inc. (The) Common Stock,54.09,1670632557.0,281616,Industrials
GRC,Gorman-Rupp Company (The) Common Stock,61.0,1605083362.0,127751,Industrials
UAMY,United States Antimony Corporation Common Stock,11.23,1572599833.0,21163433,Industrials
BW,Babcock & Wilcox Enterprises Inc. Common Stock,14.04,1559845404.0,5117784,Industrials
PCTTU,PureCycle Technologies Inc. Unit,8.59,1551348983.0,1,Industrials
AESI,Atlas Energy Solutions Inc. Common Stock,12.4,1539600331.0,6545163,Industrials
TRS,TriMas Corporation Common Stock,38.11,1434940624.0,621003,Industrials
OUST,Ouster Inc. Common Stock,22.37,1404925279.0,2801858,Industrials
PRLB,Proto Labs Inc. Common stock,57.66,1370875726.0,141981,Industrials
ASA,ASA  Gold and Precious Metals Limited,74.06,1370098891.0,66428,Industrials
COHU,Cohu Inc. Common Stock,28.62,1341943862.0,532612,Industrials
LNN,Lindsay Corporation Common Stock,127.82,1336315792.0,80251,Industrials
ASTE,Astec Industries Inc. Common Stock,57.87,1325211368.0,238713,Industrials
UVV,Universal Corporation Common Stock,52.09,1298264907.0,198502,Industrials
PLPC,Preformed Line Products Company Common Stock,265.12,1298254198.0,236486,Industrials
EYPT,EyePoint Inc. Common Stock,15.44,1288189308.0,1160654,Industrials
AEHR,Aehr Test Systems Common Stock,41.96,1285123270.0,2260509,Industrials
GOLD,Gold.com Inc. Common Stock,50.65,1281292645.0,526800,Industrials
REX,REX American Resources Corporation,38.05,1253280170.0,208137,Industrials
ROCK,Gibraltar Industries Inc. Common Stock,41.48,1225612256.0,586325,Industrials
ECVT,Ecovyst Inc. Common Stock,11.05,1221976383.0,2019058,Industrials
UAN,CVR Partners LP Common Units representing Limited Partner Interests,114.99,1215402559.0,78679,Industrials
PSIX,Power Solutions International Inc. Common Stock,52.56,1211531652.0,570141,Industrials
RYZ,Ryerson Holding Corporation Common Stock,23.43,1206239989.0,708671,Industrials
GIC,Global Industrial Company Common Stock,31.53,1204343275.0,100107,Industrials
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,16.94,1131266718.0,1868784,Industrials
TNC,Tennant Company Common Stock,63.13,1126660972.0,383431,Industrials
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,30.55,1118330500.0,237873,Industrials
TROX,Tronox Holdings plc Ordinary Shares (UK),6.81,1079779013.0,3024487,Industrials
ALNT,Allient Inc. Common Stock,63.27,1071796900.0,213809,Industrials
XPEL,XPEL Inc. Common Stock,38.82,1071594384.0,249613,Industrials
