symbol,name,price,marketCap,volume,industry
BOX,Box Inc. Class A Common Stock,22.32,3090194648.0,1940866,Technology
HNGE,Hinge Health Inc. Class A Common Stock,38.78,3054438447.0,1050825,Technology
CCC,CCC Intelligent Solutions Holdings Inc. Common Stock,5.17,3034130582.0,6010783,Technology
ADEA,Adeia Inc. Common Stock,27.3,3022211884.0,801551,Technology
QTWO,Q2 Holdings Inc. Common Stock,48.19,3007266687.0,352673,Technology
POWI,Power Integrations Inc. Common Stock,54.03,2998881120.0,511150,Technology
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,76.76,2972894919.0,752986,Technology
SOUN,SoundHound AI Inc Class A Common Stock,6.97,2970684083.0,20741072,Technology
QLYS,Qualys Inc. Common Stock,83.22,2968950562.0,1275954,Technology
KD,Kyndryl Holdings Inc. Common Stock,13.16,2966885047.0,4172239,Technology
DJT,Trump Media & Technology Group Corp. Common Stock,9.95,2753476584.0,4364314,Technology
PLAB,Photronics Inc. Common Stock,45.71,2695353870.0,726699,Technology
VRNS,Varonis Systems Inc. Common Stock,21.76,2555662518.0,2125845,Technology
BRZE,Braze Inc. Class A Common Stock,20.51,2530869024.0,3569603,Technology
AMBA,Ambarella Inc. Ordinary Shares,56.2,2460935000.0,594427,Technology
VECO,Veeco Instruments Inc. Common Stock,40.72,2459161874.0,802295,Technology
TDC,Teradata Corporation Common Stock,25.72,2431322171.0,1216137,Technology
NTCT,NetScout Systems Inc. Common Stock,32.45,2343550358.0,583804,Technology
RGTIW,Rigetti Computing Inc. Warrants,7.0,2325053899.0,438745,Technology
CSGS,CSG Systems International Inc. Common Stock,80.15,2284430170.0,316090,Technology
NVTS,Navitas Semiconductor Corporation Common Stock,9.87,2277924591.0,17055784,Technology
BHE,Benchmark Electronics Inc. Common Stock,63.82,2276270812.0,224863,Technology
RUM,Rumble Inc. Class A Common Stock,5.22,2271903763.0,1671659,Technology
ICHR,Ichor Holdings Ordinary Shares,64.01,2224008951.0,1179764,Technology
PLUS,ePlus inc. Common Stock,83.01,2190846489.0,151935,Technology
FRSH,Freshworks Inc. Class A Common Stock,7.82,2181429742.0,10156433,Technology
ALRM,Alarm.com Holdings Inc. Common Stock,43.86,2178357690.0,527701,Technology
EVCM,EverCommerce Inc. Common Stock,11.91,2114821410.0,142749,Technology
FA,First Advantage Corporation Common Stock,12.04,2098802169.0,819483,Technology
DXC,DXC Technology Company Common Stock ,12.36,2098233143.0,2315579,Technology
TENB,Tenable Holdings Inc. Common Stock,17.87,2046656943.0,4123627,Technology
AVPT,AvePoint Inc. Class A Common Stock,9.4,2030011893.0,1215707,Technology
NCNO,nCino Inc. Common Stock,17.47,2000921226.0,3026399,Technology
GLOB,Globant S.A. Common Shares,46.29,1998781647.0,1298212,Technology
SPSC,SPS Commerce Inc. Common Stock,52.55,1964890376.0,738045,Technology
WGS,GeneDx Holdings Corp. Class A Common Stock,66.86,1958245090.0,595993,Technology
MXL,MaxLinear Inc. Common Stock,21.56,1930249897.0,1144285,Technology
EPAC,Enerpac Tool Group Corp. Common Stock,36.39,1875655920.0,261761,Technology
BL,BlackLine Inc. Common Stock,31.03,1850057938.0,809597,Technology
AGYS,Agilysys Inc. Common Stock (DE),65.17,1831814457.0,222348,Technology
VERX,Vertex Inc. Class A Common Stock,11.45,1831506436.0,977212,Technology
QUBT,Quantum Computing Inc. Common Stock,8.11,1821005240.0,22918505,Technology
SEMR,SEMrush Holdings Inc. Class A Common Stock,11.95,1803962536.0,664516,Technology
MGNI,Magnite Inc. Common Stock,12.46,1798779988.0,1106240,Technology
ALKT,Alkami Technology Inc. Common Stock,16.24,1737955658.0,753029,Technology
MQ,Marqeta Inc. Class A Common Stock,4.06,1734480282.0,1767623,Technology
GTM,ZoomInfo Technologies Inc Common Stock,5.79,1725740216.0,11957827,Technology
CNXC,Concentrix Corporation Common Stock,28.28,1725216479.0,1316578,Technology
GIGGU,GigCapital7 Corp. Unit,11.0,1714100300.0,26,Technology
INTA,Intapp Inc. Common Stock,21.32,1714038221.0,960603,Technology
BBAI,BigBear.ai Inc. Common Stock,3.52,1675719151.0,24055938,Technology
RAMP,LiveRamp Holdings Inc. Common Stock,26.2,1653872223.0,518538,Technology
OMCL,Omnicell Inc. Common Stock ($0.001 par value),36.33,1652190273.0,432927,Technology
PDFS,PDF Solutions Inc. Common Stock,41.33,1648683003.0,333420,Technology
BLKB,Blackbaud Inc. Common Stock,35.88,1648092330.0,542477,Technology
CTS,CTS Corporation Common Stock,55.56,1591793278.0,166744,Technology
DV,DoubleVerify Holdings Inc. Common Stock,10.12,1591297065.0,1654270,Technology
RCAT,Red Cat Holdings Inc. Common Stock,12.64,1531193977.0,8290691,Technology
