symbol,name,price,marketCap,volume,industry
SACH,Sachem Capital Corp. Common Shares,1.04,49885859.0,139069,Real Estate
HGBL,Heritage Global Inc. Common Stock,1.39,48290759.0,93732,Real Estate
CLPR,Clipper Realty Inc. Common Stock,2.98,48116707.0,61871,Real Estate
GYRO,Gyrodyne LLC Common Stock,7.99,17572471.0,15,Real Estate
AHT,Ashford Hospitality Trust Inc Common Stock,2.59,16774112.0,21802,Real Estate
MDRR,Medalist Diversified Inc. Common Stock,11.32,16170620.0,260,Real Estate
SGRP,SPAR Group Inc. Common Stock,0.573,13826485.0,57411,Real Estate
EEIQ,EpicQuest Education Group International Limited Common Stock,7.53,11140477.0,142994,Real Estate
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,7.42,10640154.0,3635,Real Estate
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,6.88,9918745.0,6172,Real Estate
CJMB,Callan JMB Inc. Common Stock,1.29,7259305.0,30629,Real Estate
MKZR,MacKenzie Realty Capital Inc. Common Stock,3.5829,7045415.0,4859,Real Estate
TGL,Treasure Global Inc. Common Stock,3.81,6384512.0,92227,Real Estate
XHLD,TEN Holdings Inc. Common Stock,1.4,5568420.0,25739,Real Estate
OLB,The OLB Group Inc. Common Stock,0.431,5389978.0,219875,Real Estate
BOXL,Boxlight Corporation Class A Common Stock,1.26,5250000.0,287585,Real Estate
KIDZ,Classover Holdings Inc. Class B Common Stock,3.37,4399363.0,231581,Real Estate
SQFT,Presidio Property Trust Inc. Class A Common Stock,2.4701,3561089.0,614,Real Estate
